id,modo,categoria,nivel,tipo,quem,conteudo
RE-3-010,Casal,Revelação,3,Verdade,VOCÊ,Qual foi o momento em que você mais se sentiu completamente entregue sexualmente ao/à seu/sua parceiro/a? Descreve.
RE-3-011,Casal,Revelação,3,Verdade,VOCÊ,O que você faria com seu/sua parceiro/a agora se não houvesse nenhuma consequência ou julgamento?
RE-3-012,Casal,Revelação,3,Verdade,VOCÊ,Qual é a parte da vida sexual de vocês que te deixa insatisfeito/a e que você nunca trouxe à tona?
RE-3-013,Casal,Revelação,3,Verdade,VOCÊ,O que você quer que seu/sua parceiro/a te faça que te daria o melhor orgasmo da sua vida? Descreve em detalhes.
RE-3-014,Casal,Revelação,3,Verdade,VOCÊ,Você já quis alguém fora do relacionamento de forma explícita? Como você lidou com isso?
RE-3-015,Casal,Revelação,3,Verdade,VOCÊ,Qual é a revelação sobre sua sexualidade que você mais protege — nem seu/sua parceiro/a sabe?
RE-3-016,Casal,Revelação,3,Verdade,PARCEIRO/A,O que você acha que seu/sua parceiro/a nunca te contaria sobre a vida sexual de vocês por medo da sua reação?
RE-3-017,Casal,Revelação,3,Verdade,PARCEIRO/A,Qual é o segredo sexual que você acha que seu/sua parceiro/a carrega que ele/ela nunca vai admitir?
RE-3-018,Casal,Revelação,3,Verdade,PARCEIRO/A,O que você acha que seu/sua parceiro/a mais quer mas nunca vai pedir porque acha que você não toparia?
RE-3-019,Casal,Revelação,3,Verdade,AMBOS,"Cada um revela o maior segredo sexual que nunca contou ao outro — ao mesmo tempo, sem voltar atrás."
RE-3-020,Casal,Revelação,3,Verdade,AMBOS,Cada um fala o que mais quer do outro que nunca pediu por medo da reação.
RE-3-021,Casal,Revelação,3,Desafio,VOCÊ,"Fale sem parar por 2 minutos sobre o que você quer sexualmente do/a seu/sua parceiro/a — sem filtro, sem pausa."
RE-3-022,Casal,Revelação,3,Desafio,VOCÊ,Descreva em detalhes explícitos o que você quer que seu/sua parceiro/a faça com você agora — sem eufemismo.
RE-3-023,Casal,Revelação,3,Desafio,VOCÊ,Confesse pro/a seu/sua parceiro/a o segredo sexual que você mais protegeu até hoje.
RE-3-024,Casal,Revelação,3,Desafio,VOCÊ,"Descreva a fantasia mais intensa que você tem — com todos os detalhes, sem omitir nada."
RE-3-025,Casal,Revelação,3,Desafio,VOCÊ,"Fale em voz alta o que você quer que aconteça entre vocês nessa noite — explícito, sem deixar nada de fora."
RE-3-026,Casal,Revelação,3,Desafio,VOCÊ,Diga pro/a seu/sua parceiro/a o que você acha que está faltando na vida sexual de vocês — sem suavizar.
RE-3-027,Casal,Revelação,3,Desafio,VOCÊ,Confesse a fantasia mais proibida ou tabu que você carrega — o parceiro/a escuta em silêncio.
RE-3-028,Casal,Revelação,3,Desafio,AMBOS,"Cada um fala o maior segredo sexual da sua vida — ao mesmo tempo, sem combinar, sem recuar."
RE-3-029,Casal,Revelação,3,Desafio,AMBOS,"Cada um descreve a noite perfeita com o outro — explícita, sem filtro, ao mesmo tempo."
RE-3-030,Casal,Revelação,3,Desafio,AMBOS,Cada um faz um pedido sexual que nunca fez — o mais ousado que topam fazer agora. O outro não pode recusar.
AT-1-001,Casal,Ato,1,Desafio,VOCÊ,Beije o pescoço do/a seu/sua parceiro/a uma vez com intenção.
AT-1-002,Casal,Ato,1,Desafio,VOCÊ,Dê um tapa na bunda do/a seu/sua parceiro/a.
AT-1-003,Casal,Ato,1,Desafio,VOCÊ,Beije a costela do/a seu/sua parceiro/a.
AT-1-004,Casal,Ato,1,Desafio,VOCÊ,Lamba as costas do/a seu/sua parceiro/a de baixo pra cima uma vez.
AT-1-005,Casal,Ato,1,Desafio,VOCÊ,Morda levemente o ombro do/a seu/sua parceiro/a.
AT-1-006,Casal,Ato,1,Desafio,VOCÊ,Passe a língua pelo pescoço do/a seu/sua parceiro/a uma vez.
AT-1-007,Casal,Ato,1,Desafio,VOCÊ,Dê um beijo na nuca do/a seu/sua parceiro/a.
AT-1-008,Casal,Ato,1,Desafio,VOCÊ,Aperte a bunda do/a seu/sua parceiro/a com as duas mãos.
AT-1-009,Casal,Ato,1,Desafio,VOCÊ,Beije atrás da orelha do/a seu/sua parceiro/a uma vez.
AT-1-010,Casal,Ato,1,Desafio,VOCÊ,Puxe o/a seu/sua parceiro/a pelo cabelo levemente.
AT-1-011,Casal,Ato,1,Desafio,VOCÊ,Morda o lábio inferior do/a seu/sua parceiro/a e solte.
AT-1-012,Casal,Ato,1,Desafio,VOCÊ,Dê um beliscão na bunda do/a seu/sua parceiro/a.
AT-1-013,Casal,Ato,1,Desafio,VOCÊ,Beije a barriga do/a seu/sua parceiro/a uma vez.
AT-1-014,Casal,Ato,1,Desafio,VOCÊ,Passe os dentes levemente pelo pescoço do/a seu/sua parceiro/a.
AT-1-015,Casal,Ato,1,Desafio,VOCÊ,Dê um tapa na coxa do/a seu/sua parceiro/a.
AT-1-016,Casal,Ato,1,Desafio,VOCÊ,Beije a clavícula do/a seu/sua parceiro/a uma vez.
AT-1-017,Casal,Ato,1,Desafio,VOCÊ,Segure o pescoço do/a seu/sua parceiro/a com uma mão e beije a boca.
AT-1-018,Casal,Ato,1,Desafio,VOCÊ,Lamba a orelha do/a seu/sua parceiro/a rapidamente.
AT-1-019,Casal,Ato,1,Desafio,VOCÊ,Dê um tapa na bunda do/a seu/sua parceiro/a e segure por 3 segundos.
AT-1-020,Casal,Ato,1,Desafio,VOCÊ,Beije o ombro do/a seu/sua parceiro/a descendo até o braço — uma passagem só.
AT-1-021,Casal,Ato,1,Desafio,PARCEIRO/A,Seu/sua parceiro/a dá um tapa na sua bunda.
AT-1-022,Casal,Ato,1,Desafio,PARCEIRO/A,Seu/sua parceiro/a morde seu ombro levemente.
AT-1-023,Casal,Ato,1,Desafio,PARCEIRO/A,Seu/sua parceiro/a beija sua nuca uma vez.
AT-1-024,Casal,Ato,1,Desafio,PARCEIRO/A,Seu/sua parceiro/a puxa seu cabelo levemente.
AT-1-025,Casal,Ato,1,Desafio,PARCEIRO/A,Seu/sua parceiro/a aperta sua bunda com as duas mãos.
AT-1-026,Casal,Ato,1,Desafio,AMBOS,Cada um dá um tapa na bunda do outro ao mesmo tempo.
AT-1-027,Casal,Ato,1,Desafio,AMBOS,Cada um morde o ombro do outro ao mesmo tempo.
AT-1-028,Casal,Ato,1,Desafio,AMBOS,"Cada um beija o pescoço do outro ao mesmo tempo — uma vez, com intenção."
AT-1-029,Casal,Ato,1,Desafio,AMBOS,Cada um puxa o cabelo do outro levemente ao mesmo tempo.
AT-1-030,Casal,Ato,1,Desafio,AMBOS,Cada um passa a língua pelo pescoço do outro ao mesmo tempo.
AT-2-001,Casal,Ato,2,Desafio,VOCÊ,Beije o pescoço do/a seu/sua parceiro/a por 30 segundos sem parar.
AT-2-002,Casal,Ato,2,Desafio,VOCÊ,"Beije de língua por 30 segundos — sem pressa, sem parar."
AT-2-003,Casal,Ato,2,Desafio,VOCÊ,Acaricie o corpo do/a seu/sua parceiro/a por completo enquanto está por trás — 30 segundos.
AT-2-004,Casal,Ato,2,Desafio,VOCÊ,"Dê beijos na coxa do/a seu/sua parceiro/a por 20 segundos — sobe devagar, para antes de chegar."
AT-2-005,Casal,Ato,2,Desafio,VOCÊ,Lamba o pescoço do/a seu/sua parceiro/a por 20 segundos sem parar.
AT-2-006,Casal,Ato,2,Desafio,VOCÊ,Morda o pescoço do/a seu/sua parceiro/a repetidamente por 20 segundos.
AT-2-007,Casal,Ato,2,Desafio,VOCÊ,Passe a língua pelas costas do/a seu/sua parceiro/a por 20 segundos.
AT-2-008,Casal,Ato,2,Desafio,VOCÊ,Beije a barriga do/a seu/sua parceiro/a por 20 segundos descendo devagar — para antes de chegar.
AT-2-009,Casal,Ato,2,Desafio,VOCÊ,Acaricie as coxas do/a seu/sua parceiro/a por 30 segundos — por dentro e por fora.
AT-2-010,Casal,Ato,2,Desafio,VOCÊ,Beije a boca do/a seu/sua parceiro/a com língua enquanto aperta a bunda por 20 segundos.
AT-2-011,Casal,Ato,2,Desafio,VOCÊ,Passe a língua pela orelha do/a seu/sua parceiro/a por 15 segundos.
AT-2-012,Casal,Ato,2,Desafio,VOCÊ,Dê tapas na bunda do/a seu/sua parceiro/a por 20 segundos no ritmo que quiser.
AT-2-013,Casal,Ato,2,Desafio,VOCÊ,Beije o colo do/a seu/sua parceiro/a por 20 segundos descendo lentamente.
AT-2-014,Casal,Ato,2,Desafio,VOCÊ,Acaricie o corpo do/a seu/sua parceiro/a por dentro da roupa por 30 segundos — sem ir às partes íntimas.
AT-2-015,Casal,Ato,2,Desafio,VOCÊ,Morda a costela do/a seu/sua parceiro/a levemente por 15 segundos alternando com a língua.
AT-2-016,Casal,Ato,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a beija seu pescoço por 30 segundos.
AT-2-017,Casal,Ato,2,Desafio,PARCEIRO/A,"Seu/sua parceiro/a beija sua coxa por 20 segundos — sobe devagar, para antes de chegar."
AT-2-018,Casal,Ato,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a acaricia seu corpo por trás por 30 segundos.
AT-2-019,Casal,Ato,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a morde seu pescoço repetidamente por 20 segundos.
AT-2-020,Casal,Ato,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a beija sua barriga descendo por 20 segundos — para antes de chegar.
AT-2-021,Casal,Ato,2,Desafio,AMBOS,Cada um beija o pescoço do outro por 30 segundos ao mesmo tempo.
AT-2-022,Casal,Ato,2,Desafio,AMBOS,Cada um acaricia o corpo do outro por dentro da roupa ao mesmo tempo — 30 segundos.
AT-2-023,Casal,Ato,2,Desafio,AMBOS,Cada um morde o pescoço do outro por 20 segundos ao mesmo tempo.
AT-2-024,Casal,Ato,2,Desafio,AMBOS,Cada um beija a coxa do outro por 20 segundos ao mesmo tempo.
AT-2-025,Casal,Ato,2,Desafio,AMBOS,Cada um dá tapas na bunda do outro por 20 segundos ao mesmo tempo.
AT-2-026,Casal,Ato,2,Desafio,VOCÊ,"Passe a língua pelo corpo do/a seu/sua parceiro/a de cima a baixo uma vez, devagar — para antes de chegar."
AT-2-027,Casal,Ato,2,Desafio,VOCÊ,Beije a nuca do/a seu/sua parceiro/a por 30 segundos enquanto segura os quadris.
AT-2-028,Casal,Ato,2,Desafio,VOCÊ,Acaricie as costas do/a seu/sua parceiro/a com as unhas por 30 segundos.
AT-2-029,Casal,Ato,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a passa a língua pelo seu corpo de cima a baixo — para antes de chegar.
AT-2-030,Casal,Ato,2,Desafio,AMBOS,Cada um acaricia as costas do outro com as unhas ao mesmo tempo por 30 segundos.
AT-3-001,Casal,Ato,3,Desafio,VOCÊ,"Beije o colo do/a seu/sua parceiro/a por 20 segundos — com língua, com intenção."
AT-3-002,Casal,Ato,3,Desafio,VOCÊ,Faça sexo oral no/a seu/sua parceiro/a por 20 segundos e para.
AT-3-003,Casal,Ato,3,Desafio,VOCÊ,Masturbue seu/sua parceiro/a de um jeito inusitado por 30 segundos.
AT-3-004,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a esfrega as partes íntimas no seu rosto por 10 segundos.
AT-3-005,Casal,Ato,3,Desafio,VOCÊ,Beije as partes íntimas do/a seu/sua parceiro/a uma vez com intenção.
AT-3-006,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a te faz sexo oral por 20 segundos e para.
AT-3-007,Casal,Ato,3,Desafio,VOCÊ,Estimule as partes íntimas do/a seu/sua parceiro/a com a língua por 20 segundos — para.
AT-3-008,Casal,Ato,3,Desafio,VOCÊ,Masturbue seu/sua parceiro/a por 30 segundos usando só dois dedos.
AT-3-009,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a masturbua você por 30 segundos do jeito que quiser.
AT-3-010,Casal,Ato,3,Desafio,VOCÊ,Passe a língua pelas partes íntimas do/a seu/sua parceiro/a de baixo pra cima uma vez devagar.
AT-3-011,Casal,Ato,3,Desafio,AMBOS,Cada um estimula as partes íntimas do outro com a mão ao mesmo tempo por 30 segundos.
AT-3-012,Casal,Ato,3,Desafio,VOCÊ,Beije as partes íntimas do/a seu/sua parceiro/a por 20 segundos com língua — para.
AT-3-013,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a esfrega as partes íntimas nas suas por 20 segundos sem penetração.
AT-3-014,Casal,Ato,3,Desafio,VOCÊ,Masturbue seu/sua parceiro/a enquanto beija o pescoço ao mesmo tempo — 30 segundos.
AT-3-015,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a usa a língua nas suas partes íntimas por 20 segundos e para abruptamente.
AT-3-016,Casal,Ato,3,Desafio,VOCÊ,Estimule as partes íntimas do/a seu/sua parceiro/a com a mão por dentro da roupa por 30 segundos.
AT-3-017,Casal,Ato,3,Desafio,AMBOS,Cada um faz sexo oral no outro ao mesmo tempo por 20 segundos — param juntos.
AT-3-018,Casal,Ato,3,Desafio,VOCÊ,Masturbue seu/sua parceiro/a com a mão não dominante por 30 segundos.
AT-3-019,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a estimula suas partes íntimas com a língua e para quando quiser — máximo 30 segundos.
AT-3-020,Casal,Ato,3,Desafio,VOCÊ,Beije e chupe as partes íntimas do/a seu/sua parceiro/a por 20 segundos — para.
AT-3-021,Casal,Ato,3,Desafio,AMBOS,Cada um masturbua o outro ao mesmo tempo por 30 segundos — param juntos.
AT-3-022,Casal,Ato,3,Desafio,VOCÊ,Estimule seu/sua parceiro/a com a boca por 20 segundos enquanto aperta a bunda com as mãos.
AT-3-023,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a te masturbua do jeito mais inusitado que conseguir — 30 segundos.
AT-3-024,Casal,Ato,3,Desafio,VOCÊ,Faça sexo oral de olhos abertos olhando pro/a seu/sua parceiro/a por 20 segundos — para.
AT-3-025,Casal,Ato,3,Desafio,AMBOS,"Cada um estimula as partes íntimas do outro com a boca ao mesmo tempo — 20 segundos, param."
AT-3-026,Casal,Ato,3,Desafio,VOCÊ,Passe a língua devagar pelas partes íntimas do/a seu/sua parceiro/a por 30 segundos sem pressa.
AT-3-027,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a masturbua você enquanto beija seu pescoço ao mesmo tempo — 30 segundos.
AT-3-028,Casal,Ato,3,Desafio,VOCÊ,Estimule seu/sua parceiro/a com dois dedos por 30 segundos no ritmo mais lento que conseguir.
AT-3-029,Casal,Ato,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a usa a boca e as mãos em você ao mesmo tempo por 20 segundos — para.
AT-3-030,Casal,Ato,3,Desafio,AMBOS,Cada um usa boca e mão no outro ao mesmo tempo por 20 segundos — param juntos.
EN-1-001,Casal,Encenação,1,Desafio,VOCÊ,Seduza seu/sua parceiro/a como se fosse a primeira vez que estivessem se encontrando — 1 minuto.
EN-1-002,Casal,Encenação,1,Desafio,VOCÊ,Fale com voz sensual por 30 segundos descrevendo o que quer fazer com seu/sua parceiro/a.
EN-1-003,Casal,Encenação,1,Desafio,VOCÊ,Aja como se seu/sua parceiro/a fosse um/a desconhecido/a que você acabou de conhecer numa festa.
EN-1-004,Casal,Encenação,1,Desafio,VOCÊ,Dance de forma sedutora pra seu/sua parceiro/a por 30 segundos sem falar nada.
EN-1-005,Casal,Encenação,1,Desafio,AMBOS,Os dois fingem que se encontraram pela primeira vez hoje — conduzam uma conversa de conquista por 2 minutos.
EN-1-006,Casal,Encenação,1,Desafio,VOCÊ,Sussurre no ouvido do/a seu/sua parceiro/a o que você mais gosta nele/ela — com voz de sedução.
EN-1-007,Casal,Encenação,1,Desafio,VOCÊ,"Piropeie seu/sua parceiro/a como se quisesse impressionar — três piropos seguidos, sem rir."
EN-1-008,Casal,Encenação,1,Desafio,VOCÊ,Aja como se seu/sua parceiro/a fosse uma celebridade que você sempre quis e finalmente encontrou.
EN-1-009,Casal,Encenação,1,Desafio,AMBOS,"Cada um assume um personagem simples — chefe e funcionário/a, médico/a e paciente — e ficam nele por 1 minuto."
EN-1-010,Casal,Encenação,1,Desafio,VOCÊ,Finja que está chegando em casa pela primeira vez depois de uma longa viagem e encontra seu/sua parceiro/a.
EN-1-011,Casal,Encenação,1,Desafio,VOCÊ,"Seduza seu/sua parceiro/a só com o olhar — sem falar, sem tocar — por 30 segundos."
EN-1-012,Casal,Encenação,1,Desafio,VOCÊ,Imite uma cena de sedução de um filme que você gosta — seja você o/a protagonista.
EN-1-013,Casal,Encenação,1,Desafio,AMBOS,Fingem que estão num date pela primeira vez — um convida o outro pra subir.
EN-1-014,Casal,Encenação,1,Desafio,VOCÊ,Faça um striptease de 30 segundos como se fosse um/a artista profissional.
EN-1-015,Casal,Encenação,1,Desafio,VOCÊ,Fale com sotaque diferente do seu por 1 minuto enquanto seduz seu/sua parceiro/a.
EN-1-016,Casal,Encenação,1,Verdade,VOCÊ,Qual personagem ou dinâmica você sempre quis encenar com seu/sua parceiro/a mas nunca propôs?
EN-1-017,Casal,Encenação,1,Verdade,VOCÊ,Você consegue se soltar num roleplay ou trava pelo constrangimento? O que te trava?
EN-1-018,Casal,Encenação,1,Verdade,VOCÊ,"Qual cena de filme ou série te deixou excitado/a e você pensou ""quero fazer isso""?"
EN-1-019,Casal,Encenação,1,Verdade,VOCÊ,Você prefere ser o personagem dominante ou submisso numa encenação? Isso reflete quem você é fora do roleplay?
EN-1-020,Casal,Encenação,1,Verdade,VOCÊ,Qual fantasia de encenação você tem que acha que seu/sua parceiro/a nunca toparia?
EN-1-021,Casal,Encenação,1,Verdade,VOCÊ,"Você já usou uma ""persona"" diferente durante o sexo sem falar que estava fazendo isso?"
EN-1-022,Casal,Encenação,1,Verdade,VOCÊ,"O que te envergonha mais num roleplay — o personagem, o que você fala ou o que você faz?"
EN-1-023,Casal,Encenação,1,Verdade,VOCÊ,"Qual é o cenário fictício que mais te excita — escritório, hotel, estranhos num bar, outro?"
EN-1-024,Casal,Encenação,1,Verdade,VOCÊ,Você conseguiria manter um personagem durante o sexo de verdade ou quebraria na hora?
EN-1-025,Casal,Encenação,1,Verdade,VOCÊ,"O que você acha que seu/sua parceiro/a sentiria se você chegasse em casa já ""no personagem""?"
EN-1-026,Casal,Encenação,1,Verdade,PARCEIRO/A,Qual personagem você acha que seu/sua parceiro/a toparia encena com você sem precisar pedir duas vezes?
EN-1-027,Casal,Encenação,1,Verdade,PARCEIRO/A,O que você acha que seu/sua parceiro/a sentiria interpretando um personagem dominante com você?
EN-1-028,Casal,Encenação,1,Verdade,AMBOS,"Cada um propõe um cenário de roleplay que quer tentar — ao mesmo tempo, sem combinar antes."
EN-1-029,Casal,Encenação,1,Verdade,AMBOS,Cada um diz qual personagem o outro deveria interpretar — ao mesmo tempo.
EN-1-030,Casal,Encenação,1,Verdade,AMBOS,Cada um conta uma fantasia de encenação que tem mas nunca propôs — ao mesmo tempo.
EN-2-001,Casal,Encenação,2,Desafio,AMBOS,Encenação de dominante e submisso/a — quem domina dá três ordens que o outro obedece sem questionar.
EN-2-002,Casal,Encenação,2,Desafio,AMBOS,Fingem ser estranhos que se encontraram num bar e vão pra um quarto de hotel — conduzam a chegada no quarto.
EN-2-003,Casal,Encenação,2,Desafio,VOCÊ,"Aja como chefe que chegou pra ""dar uma bronca"" no/a seu/sua parceiro/a — com toda a dinâmica de poder."
EN-2-004,Casal,Encenação,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a te dá três ordens seguidas que você obedece sem sair do personagem.
EN-2-005,Casal,Encenação,2,Desafio,AMBOS,Encenação de entregador/a e cliente — conduzam o roleplay da porta até onde quiserem por 3 minutos.
EN-2-006,Casal,Encenação,2,Desafio,VOCÊ,Entre no personagem de alguém extremamente confiante e sedutor/a — diferente de quem você é normalmente — por 2 minutos.
EN-2-007,Casal,Encenação,2,Desafio,AMBOS,Fingem não se conhecer num elevador — o que acontece naquele espaço fechado por 2 minutos.
EN-2-008,Casal,Encenação,2,Desafio,VOCÊ,"Aja como professor/a que está ""corrigindo"" seu/sua parceiro/a — com a dinâmica de poder que isso implica."
EN-2-009,Casal,Encenação,2,Desafio,AMBOS,Encenação de médico/a e paciente — conduzam por 3 minutos sem quebrar o personagem.
EN-2-010,Casal,Encenação,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a assume o controle completo da cena — você só reage ao que ele/ela propõe por 2 minutos.
EN-2-011,Casal,Encenação,2,Desafio,AMBOS,Cada um assume uma persona completamente oposta à sua personalidade real — interajam por 2 minutos.
EN-2-012,Casal,Encenação,2,Desafio,VOCÊ,"Seduza seu/sua parceiro/a como se ele/ela fosse alguém proibido/a — colega de trabalho, vizinho/a — por 2 minutos."
EN-2-013,Casal,Encenação,2,Desafio,AMBOS,Encenação de casal que se encontrou depois de anos separado — a tensão do reencontro por 3 minutos.
EN-2-014,Casal,Encenação,2,Desafio,VOCÊ,"Assuma o papel de alguém completamente dominante — dê ordens, conduza, não peça permissão."
EN-2-015,Casal,Encenação,2,Desafio,PARCEIRO/A,Seu/sua parceiro/a encena que você é um/a desconhecido/a que ele/ela acabou de seduzir — você entra no personagem.
EN-2-016,Casal,Encenação,2,Verdade,VOCÊ,"Qual é a dinâmica de poder num roleplay que mais te excita — dominar, obedecer ou alternar?"
EN-2-017,Casal,Encenação,2,Verdade,VOCÊ,Você já saiu do personagem num roleplay num momento ruim? O que aconteceu?
EN-2-018,Casal,Encenação,2,Verdade,VOCÊ,Qual personagem você interpretaria que revelaria algo sobre o que você quer mas não pede?
EN-2-019,Casal,Encenação,2,Verdade,VOCÊ,O que você se permite fazer num roleplay que não faria fora dele? Por quê o personagem libera isso?
EN-2-020,Casal,Encenação,2,Verdade,VOCÊ,Qual é o cenário de roleplay mais explícito que você toparia fazer com seu/sua parceiro/a?
EN-2-021,Casal,Encenação,2,Verdade,VOCÊ,Você acha que roleplay revela algo real sobre o que a pessoa quer — ou é pura ficção?
EN-2-022,Casal,Encenação,2,Verdade,VOCÊ,Qual é a ordem que você daria se estivesse no papel dominante sem medo de julgamento?
EN-2-023,Casal,Encenação,2,Verdade,VOCÊ,O que você sente quando seu/sua parceiro/a assume um personagem dominante com você?
EN-2-024,Casal,Encenação,2,Verdade,VOCÊ,Qual é o personagem que você quer que seu/sua parceiro/a interprete que nunca pediu?
EN-2-025,Casal,Encenação,2,Verdade,VOCÊ,Você conseguiria obedecer todas as ordens do/a seu/sua parceiro/a num roleplay sem quebrar? Qual seria o limite?
EN-2-026,Casal,Encenação,2,Verdade,PARCEIRO/A,Qual dinâmica de roleplay você acha que seu/sua parceiro/a secretamente quer experimentar?
EN-2-027,Casal,Encenação,2,Verdade,PARCEIRO/A,Qual personagem você acha que seu/sua parceiro/a interpretaria que te surpreenderia?
EN-2-028,Casal,Encenação,2,Verdade,AMBOS,"Cada um propõe a dinâmica de poder que quer experimentar — ao mesmo tempo, sem combinar."
EN-2-029,Casal,Encenação,2,Verdade,AMBOS,Cada um revela o que se permite fazer num personagem que não faria normalmente.
EN-2-030,Casal,Encenação,2,Verdade,AMBOS,Cada um fala a ordem que daria se estivesse no papel dominante agora — ao mesmo tempo.
EN-3-001,Casal,Encenação,3,Desafio,AMBOS,"Encenação de dominante e submisso/a — o dominante conduz toque, posição e o que acontece por 5 minutos sem sair do papel."
EN-3-002,Casal,Encenação,3,Desafio,AMBOS,"Fingem ser estranhos que se encontraram — conduzam do primeiro contato até onde o roleplay levar, sem quebrar o personagem."
EN-3-003,Casal,Encenação,3,Desafio,VOCÊ,"No papel de dominante, dê cinco ordens físicas ao/à seu/sua parceiro/a — ele/ela obedece todas sem questionar."
EN-3-004,Casal,Encenação,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a conduz uma encenação de poder completa — você é o/a submisso/a por 5 minutos.
EN-3-005,Casal,Encenação,3,Desafio,AMBOS,Encenação de chefe e funcionário/a — o/a chefe tem poder total sobre o que acontece por 5 minutos.
EN-3-006,Casal,Encenação,3,Desafio,VOCÊ,Assuma um personagem completamente diferente de você e seduza seu/sua parceiro/a até ele/ela pedir pra parar o roleplay.
EN-3-007,Casal,Encenação,3,Desafio,AMBOS,"Roleplay de estranhos num quarto de hotel — conduzam desde a chegada, incluindo o que acontece no quarto, por 5 minutos."
EN-3-008,Casal,Encenação,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a te dá ordens físicas explícitas — você obedece cada uma sem sair do personagem.
EN-3-009,Casal,Encenação,3,Desafio,AMBOS,Encenação onde um dos dois tem poder total sobre o outro — conduzam por 5 minutos sem quebrar.
EN-3-010,Casal,Encenação,3,Desafio,VOCÊ,"No personagem dominante, dite o que seu/sua parceiro/a deve fazer com o próprio corpo enquanto você observa."
EN-3-011,Casal,Encenação,3,Desafio,AMBOS,"Roleplay de estranhos que se atraíram — sem usar os nomes reais de nenhum dos dois, conduzam por 5 minutos."
EN-3-012,Casal,Encenação,3,Desafio,PARCEIRO/A,Seu/sua parceiro/a encena que você é alguém completamente diferente — você entra no papel e fica nele.
EN-3-013,Casal,Encenação,3,Desafio,AMBOS,Encenação explícita à escolha dos dois — mas nenhum pode sair do personagem até os dois combinarem parar.
EN-3-014,Casal,Encenação,3,Desafio,VOCÊ,Interprete o personagem mais diferente de você que conseguir — e leve o roleplay até onde ele pedir.
EN-3-015,Casal,Encenação,3,Desafio,AMBOS,Roleplay de poder onde um manda e o outro obedece — troquem os papéis no meio sem avisar.
EN-3-016,Casal,Encenação,3,Verdade,VOCÊ,Qual é o roleplay mais explícito que você faria com seu/sua parceiro/a se soubesse que ele/ela toparia qualquer coisa?
EN-3-017,Casal,Encenação,3,Verdade,VOCÊ,O que você acha que um roleplay revela sobre o que você realmente quer que não pede fora dele?
EN-3-018,Casal,Encenação,3,Verdade,VOCÊ,Qual é o personagem mais extremo que você se vê interpretando — e o que isso diz sobre você?
EN-3-019,Casal,Encenação,3,Verdade,VOCÊ,O que você deixaria seu/sua parceiro/a fazer com você dentro de um roleplay que não deixaria fora dele?
EN-3-020,Casal,Encenação,3,Verdade,VOCÊ,Qual é a ordem mais explícita que você daria ao/à seu/sua parceiro/a se estivesse no papel dominante sem julgamento?
EN-3-021,Casal,Encenação,3,Verdade,VOCÊ,Você já quis que o roleplay virasse real durante — ou que o real virasse roleplay? O que aconteceu?
EN-3-022,Casal,Encenação,3,Verdade,VOCÊ,Qual é o limite dentro de um roleplay que você nunca cruzaria mesmo dentro da ficção?
EN-3-023,Casal,Encenação,3,Verdade,VOCÊ,O que você sente quando perde o controle dentro de um personagem e age de um jeito que surpreende você mesmo/a?
EN-3-024,Casal,Encenação,3,Verdade,VOCÊ,Qual é o roleplay mais proibido que você já imaginou com seu/sua parceiro/a e nunca falou?
EN-3-025,Casal,Encenação,3,Verdade,VOCÊ,"Se seu/sua parceiro/a te desse total controle num roleplay agora, o que você faria com ele/ela?"
EN-3-026,Casal,Encenação,3,Verdade,PARCEIRO/A,O que você acha que seu/sua parceiro/a faria se tivesse controle total sobre você num roleplay?
EN-3-027,Casal,Encenação,3,Verdade,PARCEIRO/A,Qual é o personagem mais inesperado que você acha que seu/sua parceiro/a poderia interpretar?
EN-3-028,Casal,Encenação,3,Verdade,AMBOS,"Cada um revela o roleplay mais explícito que toparia fazer — ao mesmo tempo, sem recuar."
EN-3-029,Casal,Encenação,3,Verdade,AMBOS,Cada um fala o que deixaria o outro fazer dentro de um roleplay que não deixaria fora dele.
EN-3-030,Casal,Encenação,3,Verdade,AMBOS,Cada um descreve o personagem que quer que o outro interprete agora — ao mesmo tempo.
EX-1-001,Casal,Exposição,1,Desafio,VOCÊ,"Tire a blusa devagar, olhando nos olhos do/a seu/sua parceiro/a, e deixe ele/ela olhar por 20 segundos."
